0,0.0000,0.0000,1.03
10,0.0000,0.0000,1.03
20,0.0000,0.0000,1.03
30,0.0000,0.0000,1.03
40,0.0000,0.0000,1.03
50,0.0000,0.0000,1.03
60,0.0000,0.0000,1.03
70,0.0000,0.0000,1.03
80,0.0000,0.0000,1.03
90,0.0000,0.0000,1.03
100,0.0000,0.0000,1.03
110,0.0000,0.0000,1.03
120,0.0000,0.0000,1.03
130,0.0000,0.0000,1.03
140,0.0000,0.0000,1.03
150,0.0000,0.0000,1.03
160,0.0000,0.0000,1.03
170,0.0000,0.0000,1.03
180,0.0000,0.0000,1.03
190,0.0000,0.0000,1.03
200,0.0000,0.0000,1.03
210,0.0000,0.0000,1.03
220,0.0000,0.0000,1.03
230,0.0000,0.0000,1.03
240,0.0000,0.0000,1.03
250,0.0000,0.0000,1.03
260,0.0000,0.0000,1.03
270,0.0000,0.0000,1.03
280,0.0000,0.0000,1.03
290,0.0000,0.0000,1.03
300,0.0000,0.0000,1.03
310,0.0000,0.0000,1.03
320,0.0000,0.0000,1.03
330,0.0000,0.0000,1.03
340,0.0000,0.0000,1.03
350,0.0000,0.0000,1.03
360,0.0000,0.0000,1.03
370,0.0000,0.0000,1.03
380,0.0000,0.0000,1.03
390,0.0000,0.0000,1.03
400,0.0000,0.0000,1.03
410,0.0000,0.0000,1.03
420,0.0000,0.0000,1.03
430,0.0000,0.0000,1.03
440,0.0000,0.0000,1.03
450,0.0000,0.0000,1.03
460,0.0000,0.0000,1.03
470,0.0000,0.0000,1.03
480,0.0000,0.0000,1.03
490,0.0000,0.0000,1.03
500,0.0000,0.0000,1.03
510,0.0000,0.0000,1.03
520,0.0000,0.0000,1.03
530,0.0000,0.0000,1.03
540,0.0000,0.0000,1.03
550,0.0000,0.0000,1.03
560,0.0000,0.0000,1.03
570,0.0000,0.0000,1.03
580,0.0000,0.0000,1.03
590,0.0000,0.0000,1.03
600,0.0000,0.0000,1.03
610,0.0000,0.0000,1.03
620,0.0000,0.0000,1.03
630,0.0000,0.0000,1.03
640,0.0000,0.0000,1.03
650,0.0000,0.0000,1.03
660,0.0000,0.0000,1.03
670,0.0000,0.0000,1.03
680,0.0000,0.0000,1.03
690,0.0000,0.0000,1.03
700,0.0000,0.0000,1.03
710,0.0000,0.0000,1.03
720,0.0000,0.0000,1.03
730,0.0000,0.0000,1.03
740,0.0000,0.0000,1.03
750,0.0000,0.0000,1.03
760,0.0000,0.0000,1.03
770,0.0000,0.0000,1.03
780,0.0000,0.0000,1.03
790,0.0000,0.0000,1.03
800,0.0000,0.0000,1.03
810,0.0000,0.0000,1.03
820,0.0000,0.0000,1.03
830,0.0000,0.0000,1.03
840,0.0000,0.0000,1.03
850,0.0000,0.0000,1.03
860,0.0000,0.0000,1.03
870,0.0000,0.0000,1.03
880,0.0000,0.0000,1.03
890,0.0000,0.0000,1.03
900,0.0000,0.0000,1.03
910,0.0000,0.0000,1.03
920,0.0000,0.0000,1.03
930,0.0000,0.0000,1.03
940,0.0000,0.0000,1.03
950,0.0000,0.0000,1.03
960,0.0000,0.0000,1.03
970,0.0000,0.0000,1.03
980,0.0000,0.0000,1.03
990,0.0000,0.0000,1.03
1000,0.0000,0.0000,1.03
1010,0.0000,0.0000,1.03
1020,0.0000,0.0000,1.03
1030,0.0000,0.0000,1.03
1040,0.0000,0.0000,1.03
1050,0.0000,0.0000,1.03
1060,0.0000,0.0000,1.03
1070,0.0000,0.0000,1.03
1080,0.0000,0.0000,1.03
1090,0.0000,0.0000,1.03
1100,0.0000,0.0000,1.03
1110,0.0000,0.0000,1.03
1120,0.0000,0.0000,1.03
1130,0.0000,0.0000,1.03
1140,0.0000,0.0000,1.03
1150,0.0000,0.0000,1.03
1160,0.0000,0.0000,1.03
1170,0.0000,0.0000,1.03
1180,0.0000,0.0000,1.03
1190,0.0000,0.0000,1.03
1200,0.0000,0.0000,1.03
1210,0.0000,0.0000,1.03
